Date,Year,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Goal_diff_away,Puckline_away,OU_open,Over_open,OU_close,Over_close,VH,Team,1st,2nd,3rd,Final,Open,Close,Goal_diff_home,Puckline_home,OU_open2,Under_open,OU_close2,Under_close
1219,2011,56,H,Dallas,1,2,2,5,-150,-145,,,,,,,,,,,,,,,,,,,,
1219,2011,57,V,Philadelphia,1,0,1,2,-125,-135,,,,,,,H,Colorado,0,2,0,3,105,115,,,,,,
1219,2011,58,H,Colorado,0,2,0,3,105,115,,,,,,,,,,,,,,,,,,,,
1219,2011,59,V,Detroit,1,1,1,3,-140,-165,,,,,,,H,Edmonton,0,2,0,2,120,145,,,,,,
1219,2011,60,H,Edmonton,0,2,0,2,120,145,,,,,,,,,,,,,,,,,,,,
1219,2011,61,V,Minnesota,0,0,0,0,160,190,,,,,,,H,Vancouver,1,2,1,4,-190,-230,,,,,,
1219,2011,62,H,Vancouver,1,2,1,4,-190,-230,,,,,,,,,,,,,,,,,,,,
1220,2011,1,V,Nashville,0,0,1,1,120,125,,,,,,,H,Washington,2,0,2,4,-140,-145,,,,,,
1220,2011,2,H,Washington,2,0,2,4,-140,-145,,,,,,,,,,,,,,,,,,,,
1220,2011,3,V,NYRangers,0,1,3,4,100,-120,,,,,,,H,NewJersey,1,0,0,1,-120,100,,,,,,
1220,2011,4,H,NewJersey,1,0,0,1,-120,100,,,,,,,,,,,,,,,,,,,,
1220,2011,5,V,Buffalo,0,1,0,1,103,-105,,,,,,,H,Ottawa,1,0,3,4,-123,-115,,,,,,
1220,2011,6,H,Ottawa,1,0,3,4,-123,-115,,,,,,,,,,,,,,,,,,,,
1220,2011,7,V,Chicago,0,0,2,2,-120,-115,,,,,,,H,Pittsburgh,1,2,0,3,100,-105,,,,,,
1220,2011,8,H,Pittsburgh,1,2,0,3,100,-105,,,,,,,,,,,,,,,,,,,,
1220,2011,9,V,Phoenix,1,1,0,2,115,100,,,,,,,H,Florida,0,1,0,1,-135,-120,,,,,,
1220,2011,10,H,Florida,0,1,0,1,-135,-120,,,,,,,,,,,,,,,,,,,,
1220,2011,11,V,NYIslanders,1,1,0,3,130,145,,,,,,,H,Winnipeg,1,1,0,2,-150,-165,,,,,,
1220,2011,12,H,Winnipeg,1,1,0,2,-150,-165,,,,,,,,,,,,,,,,,,,,
1220,2011,13,V,Minnesota,1,0,0,1,130,125,,,,,,,H,Calgary,1,1,0,2,-150,-145,,,,,,
1220,2011,14,H,Calgary,1,1,0,2,-150,-145,,,,,,,,,,,,,,,,,,,,
1221,2011,51,V,Phoenix,1,1,2,4,-115,-110,,,,,,,H,Carolina,1,2,0,3,-105,-110,,,,,,
1221,2011,52,H,Carolina,1,2,0,3,-105,-110,,,,,,,,,,,,,,,,,,,,
1221,2011,53,V,Philadelphia,2,1,1,4,-105,-140,,,,,,,H,Dallas,1,0,0,1,-115,120,,,,,,
1221,2011,54,H,Dallas,1,0,0,1,-115,120,,,,,,,,,,,,,,,,,,,,
1221,2011,55,V,Montreal,0,1,0,1,155,160,,,,,,,H,Chicago,0,2,3,5,-175,-180,,,,,,
1221,2011,56,H,Chicago,0,2,3,5,-175,-180,,,,,,,,,,,,,,,,,,,,
1221,2011,57,V,St.Louis,0,2,0,2,-115,-150,,,,,,,H,Colorado,2,1,0,3,-105,130,,,,,,
1221,2011,58,H,Colorado,2,1,0,3,-105,130,,,,,,,,,,,,,,,,,,,,
1221,2011,59,V,Detroit,1,1,0,2,-113,110,,,,,,,H,Vancouver,3,0,1,4,-107,-130,,,,,,
1221,2011,60,H,Vancouver,3,0,1,4,-107,-130,,,,,,,,,,,,,,,,,,,,
1221,2011,61,V,TampaBay,1,0,1,2,160,170,,,,,,,H,SanJose,5,0,2,7,-180,-200,,,,,,
1221,2011,62,H,SanJose,5,0,2,7,-180,-200,,,,,,,,,,,,,,,,,,,,
1222,2011,1,V,Buffalo,0,1,1,2,115,130,,,,,,,H,Toronto,0,2,1,3,-135,-150,,,,,,
1222,2011,2,H,Toronto,0,2,1,3,-135,-150,,,,,,,,,,,,,,,,,,,,
1222,2011,3,V,NYIslanders,0,1,1,2,150,170,,,,,,,H,NYRangers,1,2,1,4,-170,-200,,,,,,
1222,2011,4,H,NYRangers,1,2,1,4,-170,-200,,,,,,,,,,,,,,,,,,,,
1222,2011,5,V,Florida,0,1,2,3,-106,100,,,,,,,H,Ottawa,1,0,2,4,-114,-120,,,,,,
1222,2011,6,H,Ottawa,1,0,2,4,-114,-120,,,,,,,,,,,,,,,,,,,,
1222,2011,7,V,Columbus,4,1,0,5,150,155,,,,,,,H,Nashville,1,3,2,6,-170,-175,,,,,,
1222,2011,8,H,Nashville,1,3,2,6,-170,-175,,,,,,,,,,,,,,,,,,,,
1222,2011,9,V,Montreal,0,0,0,0,105,120,,,,,,,H,Winnipeg,2,1,1,4,-125,-140,,,,,,
1222,2011,10,H,Winnipeg,2,1,1,4,-125,-140,,,,,,,,,,,,,,,,,,,,
1222,2011,11,V,Detroit,0,0,2,2,-118,-135,,,,,,,H,Calgary,1,2,0,3,-102,115,,,,,,
1222,2011,12,H,Calgary,1,2,0,3,-102,115,,,,,,,,,,,,,,,,,,,,
1222,2011,13,V,Minnesota,0,0,1,1,102,110,,,,,,,H,Edmonton,2,2,0,4,-122,-130,,,,,,
1222,2011,14,H,Edmonton,2,2,0,4,-122,-130,,,,,,,,,,,,,,,,,,,,
1222,2011,15,V,Anaheim,0,1,1,2,145,150,,,,,,,H,LosAngeles,0,1,1,3,-165,-170,,,,,,
1222,2011,16,H,LosAngeles,0,1,1,3,-165,-170,,,,,,,,,,,,,,,,,,,,
1223,2011,51,V,Florida,0,0,0,0,160,220,,,,,,,H,Boston,4,2,2,8,-190,-270,,,,,,
1223,2011,52,H,Boston,4,2,2,8,-190,-270,,,,,,,,,,,,,,,,,,,,
1223,2011,53,V,Toronto,3,1,1,5,-115,-105,,,,,,,H,NYIslanders,1,1,1,3,-105,-115,,,,,,
1223,2011,54,H,NYIslanders,1,1,1,3,-105,-115,,,,,,,,,,,,,,,,,,,,
1223,2011,55,V,Ottawa,1,0,0,1,-104,105,,,,,,,H,Carolina,1,0,0,2,-116,-125,,,,,,
1223,2011,56,H,Carolina,1,0,0,2,-116,-125,,,,,,,,,,,,,,,,,,,,
1223,2011,57,V,Washington,0,0,3,3,-109,-115,,,,,,,H,NewJersey,0,3,0,4,-111,-105,,,,,,
1223,2011,58,H,NewJersey,0,3,0,4,-111,-105,,,,,,,,,,,,,,,,,,,,
1223,2011,59,V,Philadelphia,0,0,2,2,-105,-110,,,,,,,H,NYRangers,0,2,2,4,-115,-110,,,,,,
1223,2011,60,H,NYRangers,0,2,2,4,-115,-110,,,,,,,,,,,,,,,,,,,,
1223,2011,61,V,Pittsburgh,1,0,3,4,-117,-140,,,,,,,H,Winnipeg,0,1,0,1,-103,120,,,,,,
1223,2011,62,H,Winnipeg,0,1,0,1,-103,120,,,,,,,,,,,,,,,,,,,,
1223,2011,63,V,Nashville,0,2,1,3,103,110,,,,,,,H,Dallas,3,1,2,6,-123,-130,,,,,,
1223,2011,64,H,Dallas,3,1,2,6,-123,-130,,,,,,,,,,,,,,,,,,,,
1223,2011,65,V,TampaBay,1,0,0,1,105,110,,,,,,,H,Colorado,0,1,0,2,-125,-130,,,,,,
1223,2011,66,H,Colorado,0,1,0,2,-125,-130,,,,,,,,,,,,,,,,,,,,
1223,2011,67,V,St.Louis,0,2,1,3,-107,-125,,,,,,,H,Phoenix,0,1,1,2,-113,105,,,,,,
1223,2011,68,H,Phoenix,0,1,1,2,-113,105,,,,,,,,,,,,,,,,,,,,
1223,2011,69,V,Calgary,0,0,3,3,195,240,,,,,,,H,Vancouver,0,0,1,1,-225,-300,,,,,,
1223,2011,70,H,Vancouver,0,0,1,1,-225,-300,,,,,,,,,,,,,,,,,,,,
1223,2011,71,V,LosAngeles,0,1,0,1,140,180,,,,,,,H,SanJose,0,1,0,2,-160,-210,,,,,,
1223,2011,72,H,SanJose,0,1,0,2,-160,-210,,,,,,,,,,,,,,,,,,,,
1226,2011,1,V,Colorado,0,2,2,4,110,130,,,,,,,H,Minnesota,1,1,0,2,-130,-150,,,,,,
1226,2011,2,H,Minnesota,1,1,0,2,-130,-150,,,,,,,,,,,,,,,,,,,,
1226,2011,3,V,Washington,0,1,1,2,105,100,,,,,,,H,Buffalo,4,0,0,4,-125,-120,,,,,,
1226,2011,4,H,Buffalo,4,0,0,4,-125,-120,,,,,,,,,,,,,,,,,,,,
1226,2011,5,V,NYIslanders,0,0,0,0,170,190,,,,,,,H,NYRangers,0,1,2,3,-200,-230,,,,,,
1226,2011,6,H,NYRangers,0,1,2,3,-200,-230,,,,,,,,,,,,,,,,,,,,
1226,2011,7,V,NewJersey,0,0,2,2,-115,-115,,,,,,,H,Carolina,1,2,1,4,-105,-105,,,,,,
1226,2011,8,H,Carolina,1,2,1,4,-105,-105,,,,,,,,,,,,,,,,,,,,
1226,2011,9,V,Dallas,0,1,2,3,145,170,,,,,,,H,St.Louis,1,2,2,5,-165,-200,,,,,,
1226,2011,10,H,St.Louis,1,2,2,5,-165,-200,,,,,,,,,,,,,,,,,,,,
1226,2011,11,V,Detroit,1,2,1,4,-120,-155,,,,,,,H,Nashville,0,0,1,1,100,135,,,,,,
1226,2011,12,H,Nashville,0,0,1,1,100,135,,,,,,,,,,,,,,,,,,,,
1226,2011,13,V,Columbus,0,0,1,1,190,215,,,,,,,H,Chicago,0,3,1,4,-230,-265,,,,,,
1226,2011,14,H,Chicago,0,3,1,4,-230,-265,,,,,,,,,,,,,,,,,,,,
1226,2011,15,V,Edmonton,0,2,1,3,190,200,,,,,,,H,Vancouver,3,1,1,5,-220,-240,,,,,,
1226,2011,16,H,Vancouver,3,1,1,5,-220,-240,,,,,,,,,,,,,,,,,,,,
1226,2011,17,V,Phoenix,1,1,1,3,115,135,,,,,,,H,LosAngeles,2,0,2,4,-135,-155,,,,,,
1226,2011,18,H,LosAngeles,2,0,2,4,-135,-155,,,,,,,,,,,,,,,,,,,,
1226,2011,19,V,Anaheim,1,2,0,3,195,200,,,,,,,H,SanJose,1,1,0,2,-225,-240,,,,,,
1226,2011,20,H,SanJose,1,1,0,2,-225,-240,,,,,,,,,,,,,,,,,,,,
1227,2011,51,V,Carolina,1,0,1,2,180,230,,,,,,,H,Pittsburgh,0,1,3,4,-210,-280,,,,,,
1227,2011,52,H,Pittsburgh,0,1,3,4,-210,-280,,,,,,,,,,,,,,,,,,,,
1227,2011,53,V,Calgary,0,0,1,2,-115,-120,,,,,,,H,Columbus,0,1,0,1,-105,100,,,,,,
1227,2011,54,H,Columbus,0,1,0,1,-105,100,,,,,,,,,,,,,,,,,,,,
1227,2011,55,V,Toronto,0,2,1,3,100,105,,,,,,,H,Florida,1,3,1,5,-120,-125,,,,,,
1227,2011,56,H,Florida,1,3,1,5,-120,-125,,,,,,,,,,,,,,,,,,,,
1227,2011,57,V,Montreal,3,2,1,6,105,110,,,,,,,H,Ottawa,1,1,0,2,-125,-130,,,,,,
1227,2011,58,H,Ottawa,1,1,0,2,-125,-130,,,,,,,,,,,,,,,,,,,,
1227,2011,59,V,Philadelphia,1,0,0,1,-145,-145,,,,,,,H,TampaBay,1,3,1,5,125,125,,,,,,
1227,2011,60,H,TampaBay,1,3,1,5,125,125,,,,,,,,,,,,,,,,,,,,
1227,2011,61,V,St.Louis,1,1,0,2,130,155,,,,,,,H,Detroit,0,1,2,3,-150,-175,,,,,,
1227,2011,62,H,Detroit,0,1,2,3,-150,-175,,,,,,,,,,,,,,,,,,,,
1227,2011,63,V,Winnipeg,1,2,1,4,100,-105,,,,,,,H,Colorado,0,0,1,1,-120,-115,,,,,,
1227,2011,64,H,Colorado,0,0,1,1,-120,-115,,,,,,,,,,,,,,,,,,,,
1228,2011,1,V,Buffalo,0,1,0,1,115,110,,,,,,,H,NewJersey,1,2,0,3,-135,-130,,,,,,
1228,2011,2,H,NewJersey,1,2,0,3,-135,-130,,,,,,,,,,,,,,,,,,,,
1228,2011,3,V,NYRangers,1,0,0,1,-105,-110,,,,,,,H,Washington,1,2,1,4,-115,-110,,,,,,
1228,2011,4,H,Washington,1,2,1,4,-115,-110,,,,,,,,,,,,,,,,,,,,
1228,2011,5,V,Minnesota,0,0,1,1,105,110,,,,,,,H,Nashville,0,0,1,2,-125,-130,,,,,,
1228,2011,6,H,Nashville,0,0,1,2,-125,-130,,,,,,,,,,,,,,,,,,,,
1228,2011,7,V,LosAngeles,0,1,1,2,165,160,,,,,,,H,Chicago,0,0,0,0,-185,-180,,,,,,
1228,2011,8,H,Chicago,0,0,0,0,-185,-180,,,,,,,,,,,,,,,,,,,,
1228,2011,9,V,Boston,1,0,0,2,-165,-170,,,,,,,H,Phoenix,1,0,0,1,145,150,,,,,,
1228,2011,10,H,Phoenix,1,0,0,1,145,150,,,,,,,,,,,,,,,,,,,,
1228,2011,11,V,Vancouver,1,1,0,3,100,100,,,,,,,H,SanJose,0,2,0,2,-120,-120,,,,,,
1228,2011,12,H,SanJose,0,2,0,2,-120,-120,,,,,,,,,,,,,,,,,,,,
1229,2011,51,V,Calgary,1,0,0,1,-120,-120,,,,,,,H,NYIslanders,0,1,2,3,100,100,,,,,,
1229,2011,52,H,NYIslanders,0,1,2,3,100,100,,,,,,,,,,,,,,,,,,,,
1229,2011,53,V,Philadelphia,1,2,1,4,100,115,,,,,,,H,Pittsburgh,1,0,1,2,-120,-135,,,,,,
1229,2011,54,H,Pittsburgh,1,0,1,2,-120,-135,,,,,,,,,,,,,,,,,,,,
1229,2011,55,V,Toronto,0,1,2,3,-109,-120,,,,,,,H,Carolina,1,0,2,4,-111,100,,,,,,
1229,2011,56,H,Carolina,1,0,2,4,-111,100,,,,,,,,,,,,,,,,,,,,
1229,2011,57,V,Montreal,1,2,0,3,100,-110,,,,,,,H,TampaBay,1,1,2,4,-120,-110,,,,,,
1229,2011,58,H,TampaBay,1,1,2,4,-120,-110,,,,,,,,,,,,,,,,,,,,
1229,2011,59,V,Edmonton,1,1,1,3,108,115,,,,,,,H,Minnesota,1,3,0,4,-128,-135,,,,,,
1229,2011,60,H,Minnesota,1,3,0,4,-128,-135,,,,,,,,,,,,,,,,,,,,
1229,2011,61,V,LosAngeles,0,0,0,0,105,110,,,,,,,H,Winnipeg,0,0,0,1,-125,-130,,,,,,
1229,2011,62,H,Winnipeg,0,0,0,1,-125,-130,,,,,,,,,,,,,,,,,,,,
1229,2011,63,V,Columbus,1,1,2,4,150,150,,,,,,,H,Dallas,1,0,0,1,-170,-170,,,,,,
1229,2011,64,H,Dallas,1,0,0,1,-170,-170,,,,,,,,,,,,,,,,,,,,
1229,2011,65,V,Phoenix,1,1,0,2,110,110,,,,,,,H,Colorado,2,0,1,3,-130,-130,,,,,,
1229,2011,66,H,Colorado,2,0,1,3,-130,-130,,,,,,,,,,,,,,,,,,,,
1229,2011,67,V,Vancouver,2,2,1,5,-160,-150,,,,,,,H,Anaheim,0,0,2,2,140,130,,,,,,
1229,2011,68,H,Anaheim,0,0,2,2,140,130,,,,,,,,,,,,,,,,,,,,
1230,2011,1,V,Buffalo,0,1,0,1,130,145,,,,,,,H,Washington,1,1,1,3,-150,-165,,,,,,
1230,2011,2,H,Washington,1,1,1,3,-150,-165,,,,,,,,,,,,,,,,,,,,
1230,2011,3,V,NYRangers,3,1,0,4,-115,-140,,,,,,,H,Florida,0,1,0,1,-105,120,,,,,,
1230,2011,4,H,Florida,0,1,0,1,-105,120,,,,,,,,,,,,,,,,,,,,
1230,2011,5,V,Calgary,3,0,0,3,100,135,,,,,,,H,Ottawa,0,2,1,4,-120,-155,,,,,,
1230,2011,6,H,Ottawa,0,2,1,4,-120,-155,,,,,,,,,,,,,,,,,,,,
1230,2011,7,V,Nashville,1,0,0,2,155,155,,,,,,,H,St.Louis,1,0,0,1,-175,-175,,,,,,
1230,2011,8,H,St.Louis,1,0,0,1,-175,-175,,,,,,,,,,,,,,,,,,,,
1230,2011,9,V,Detroit,1,1,0,2,110,-105,,,,,,,H,Chicago,1,1,1,3,-130,-115,,,,,,
1230,2011,10,H,Chicago,1,1,1,3,-130,-115,,,,,,,,,,,,,,,,,,,,
1231,2011,51,V,Edmonton,1,0,0,1,-111,110,,,,,,,H,NYIslanders,2,2,0,4,-109,-130,,,,,,
1231,2011,52,H,NYIslanders,2,2,0,4,-109,-130,,,,,,,,,,,,,,,,,,,,
1231,2011,53,V,Pittsburgh,0,0,1,1,-120,-130,,,,,,,H,NewJersey,2,0,1,3,100,110,,,,,,
1231,2011,54,H,NewJersey,2,0,1,3,100,110,,,,,,,,,,,,,,,,,,,,
1231,2011,55,V,Carolina,1,1,0,2,125,135,,,,,,,H,TampaBay,1,1,3,5,-145,-155,,,,,,
1231,2011,56,H,TampaBay,1,1,3,5,-145,-155,,,,,,,,,,,,,,,,,,,,
1231,2011,57,V,Phoenix,0,1,3,4,108,-105,,,,,,,H,Minnesota,0,1,1,2,-128,-115,,,,,,
1231,2011,58,H,Minnesota,0,1,1,2,-128,-115,,,,,,,,,,,,,,,,,,,,
1231,2011,59,V,Montreal,1,0,1,2,115,-105,,,,,,,H,Florida,0,1,2,3,-135,-115,,,,,,
1231,2011,60,H,Florida,0,1,2,3,-135,-115,,,,,,,,,,,,,,,,,,,,
1231,2011,61,V,Ottawa,0,2,0,3,120,-105,,,,,,,H,Buffalo,1,1,0,2,-140,-115,,,,,,
1231,2011,62,H,Buffalo,1,1,0,2,-140,-115,,,,,,,,,,,,,,,,,,,,
1231,2011,63,V,Toronto,1,1,0,2,105,115,,,,,,,H,Winnipeg,0,3,0,3,-125,-135,,,,,,
1231,2011,64,H,Winnipeg,0,3,0,3,-125,-135,,,,,,,,,,,,,,,,,,,,
1231,2011,65,V,Washington,0,0,4,4,-135,-135,,,,,,,H,Columbus,0,2,0,2,115,115,,,,,,
1231,2011,66,H,Columbus,0,2,0,2,115,115,,,,,,,,,,,,,,,,,,,,
1231,2011,67,V,St.Louis,0,0,0,0,145,135,,,,,,,H,Detroit,0,3,0,3,-165,-155,,,,,,
1231,2011,68,H,Detroit,0,3,0,3,-165,-155,,,,,,,,,,,,,,,,,,,,
1231,2011,69,V,Colorado,1,2,1,4,-105,115,,,,,,,H,Anaheim,0,1,1,2,-115,-135,,,,,,
1231,2011,70,H,Anaheim,0,1,1,2,-115,-135,,,,,,,,,,,,,,,,,,,,
1231,2011,71,V,Boston,1,0,1,2,-163,-180,,,,,,,H,Dallas,3,1,0,4,143,160,,,,,,
1231,2011,72,H,Dallas,3,1,0,4,143,160,,,,,,,,,,,,,,,,,,,,
1231,2011,73,V,Vancouver,1,0,0,1,-130,-135,,,,,,,H,LosAngeles,1,2,1,4,110,115,,,,,,
1231,2011,74,H,LosAngeles,1,2,1,4,110,115,,,,,,,,,,,,,,,,,,,,
101,2011,1,V,Calgary,1,0,2,3,115,105,,,,,,,H,Nashville,2,2,1,5,-135,-125,,,,,,
101,2011,2,H,Nashville,2,2,1,5,-135,-125,,,,,,,,,,,,,,,,,,,,
102,2011,51,V,NYRangers,0,1,2,3,110,115,,,,,,,H,Philadelphia,0,2,0,2,-130,-135,,,,,,
102,2011,52,H,Philadelphia,0,2,0,2,-130,-135,,,,,,,,,,,,,,,,,,,,
102,2011,53,V,NewJersey,0,2,0,2,106,100,,,,,,,H,Ottawa,0,0,2,3,-126,-120,,,,,,
102,2011,54,H,Ottawa,0,0,2,3,-126,-120,,,,,,,,,,,,,,,,,,,,
102,2011,55,V,SanJose,0,2,0,3,131,135,,,,,,,H,Vancouver,1,0,1,2,-151,-155,,,,,,
102,2011,56,H,Vancouver,1,0,1,2,-151,-155,,,,,,,,,,,,,,,,,,,,
102,2011,57,V,Edmonton,0,3,1,4,200,200,,,,,,,H,Chicago,1,1,1,3,-240,-250,,,,,,
102,2011,58,H,Chicago,1,1,1,3,-240,-250,,,,,,,,,,,,,,,,,,,,
102,2011,59,V,Colorado,0,0,1,2,136,155,,,,,,,H,LosAngeles,0,1,0,1,-156,-175,,,,,,
102,2011,60,H,LosAngeles,0,1,0,1,-156,-175,,,,,,,,,,,,,,,,,,,,
103,2011,1,V,Edmonton,1,1,1,3,130,140,,,,,,,H,Buffalo,1,1,2,4,-150,-160,,,,,,
103,2011,2,H,Buffalo,1,1,2,4,-150,-160,,,,,,,,,,,,,,,,,,,,
103,2011,3,V,TampaBay,1,2,0,3,118,110,,,,,,,H,Toronto,2,3,2,7,-138,-130,,,,,,
103,2011,4,H,Toronto,2,3,2,7,-138,-130,,,,,,,,,,,,,,,,,,,,
103,2011,5,V,NYIslanders,1,0,2,4,103,105,,,,,,,H,Carolina,1,1,1,3,-123,-125,,,,,,
103,2011,6,H,Carolina,1,1,1,3,-123,-125,,,,,,,,,,,,,,,,,,,,
103,2011,7,V,Calgary,0,1,0,1,155,155,,,,,,,H,Washington,1,2,0,3,-175,-175,,,,,,
103,2011,8,H,Washington,1,2,0,3,-175,-175,,,,,,,,,,,,,,,,,,,,
103,2011,9,V,Phoenix,1,0,0,1,155,150,,,,,,,H,St.Louis,2,1,1,4,-175,-170,,,,,,
103,2011,10,H,St.Louis,2,1,1,4,-175,-170,,,,,,,,,,,,,,,,,,,,
103,2011,11,V,Detroit,3,2,0,5,-145,-160,,,,,,,H,Dallas,1,2,1,4,125,140,,,,,,
103,2011,12,H,Dallas,1,2,1,4,125,140,,,,,,,,,,,,,,,,,,,,
104,2011,51,V,Winnipeg,1,1,1,3,105,120,,,,,,,H,Montreal,2,1,4,7,-125,-140,,,,,,
104,2011,52,H,Montreal,2,1,4,7,-125,-140,,,,,,,,,,,,,,,,,,,,
104,2011,53,V,Boston,2,1,3,6,-150,-160,,,,,,,H,NewJersey,1,0,0,1,130,140,,,,,,
104,2011,54,H,NewJersey,1,0,0,1,130,140,,,,,,,,,,,,,,,,,,,,
104,2011,55,V,SanJose,0,2,1,3,-150,-160,,,,,,,H,Anaheim,1,0,0,1,130,140,,,,,,
104,2011,56,H,Anaheim,1,0,0,1,130,140,,,,,,,,,,,,,,,,,,,,
104,2011,57,V,Minnesota,0,0,0,0,190,190,,,,,,,H,Vancouver,2,0,1,3,-220,-230,,,,,,
104,2011,58,H,Vancouver,2,0,1,3,-220,-230,,,,,,,,,,,,,,,,,,,,
105,2011,1,V,Calgary,0,0,0,0,200,220,,,,,,,H,Boston,3,4,2,9,-240,-270,,,,,,
105,2011,2,H,Boston,3,4,2,9,-240,-270,,,,,,,,,,,,,,,,,,,,
105,2011,3,V,Winnipeg,0,0,0,0,103,140,,,,,,,H,Toronto,1,1,2,4,-123,-160,,,,,,
105,2011,4,H,Toronto,1,1,2,4,-123,-160,,,,,,,,,,,,,,,,,,,,
105,2011,5,V,Florida,1,0,1,2,151,160,,,,,,,H,NYRangers,1,0,1,3,-171,-180,,,,,,
105,2011,6,H,NYRangers,1,0,1,3,-171,-180,,,,,,,,,,,,,,,,,,,,
105,2011,7,V,Chicago,1,1,2,4,-109,100,,,,,,,H,Philadelphia,1,3,1,5,-111,-120,,,,,,
105,2011,8,H,Philadelphia,1,3,1,5,-111,-120,,,,,,,,,,,,,,,,,,,,
105,2011,9,V,TampaBay,0,0,1,1,113,120,,,,,,,H,Ottawa,1,1,2,4,-133,-140,,,,,,
105,2011,10,H,Ottawa,1,1,2,4,-133,-140,,,,,,,,,,,,,,,,,,,,
105,2011,11,V,Edmonton,0,3,0,3,170,190,,,,,,,H,St.Louis,1,0,3,4,-200,-220,,,,,,
105,2011,12,H,St.Louis,1,0,3,4,-200,-220,,,,,,,,,,,,,,,,,,,,
105,2011,13,V,Dallas,2,1,1,4,118,115,,,,,,,H,Nashville,1,0,0,1,-138,-135,,,,,,
105,2011,14,H,Nashville,1,0,0,1,-138,-135,,,,,,,,,,,,,,,,,,,,
105,2011,15,V,Phoenix,0,0,0,0,124,130,,,,,,,H,LosAngeles,0,0,0,1,-144,-150,,,,,,
105,2011,16,H,LosAngeles,0,0,0,1,-144,-150,,,,,,,,,,,,,,,,,,,,
105,2011,17,V,Columbus,1,0,0,1,195,190,,,,,,,H,SanJose,1,1,0,2,-235,-230,,,,,,
105,2011,18,H,SanJose,1,1,0,2,-235,-230,,,,,,,,,,,,,,,,,,,,
106,2011,51,V,Florida,1,1,0,2,114,130,,,,,,,H,NewJersey,1,1,3,5,-134,-150,,,,,,
106,2011,52,H,NewJersey,1,1,3,5,-134,-150,,,,,,,,,,,,,,,,,,,,
106,2011,53,V,NYRangers,1,1,1,3,110,120,,,,,,,H,Pittsburgh,1,0,0,1,-130,-140,,,,,,
106,2011,54,H,Pittsburgh,1,0,0,1,-130,-140,,,,,,,,,,,,,,,,,,,,
106,2011,55,V,Buffalo,0,1,1,2,-109,-115,,,,,,,H,Carolina,0,1,3,4,-111,-105,,,,,,
106,2011,56,H,Carolina,0,1,3,4,-111,-105,,,,,,,,,,,,,,,,,,,,
106,2011,57,V,Colorado,1,2,1,4,163,170,,,,,,,H,Chicago,0,0,0,0,-193,-200,,,,,,
106,2011,58,H,Chicago,0,0,0,0,-193,-200,,,,,,,,,,,,,,,,,,,,
106,2011,59,V,NYIslanders,0,1,1,2,-102,110,,,,,,,H,Anaheim,0,1,3,4,-118,-130,,,,,,
106,2011,60,H,Anaheim,0,1,3,4,-118,-130,,,,,,,,,,,,,,,,,,,,
107,2011,1,V,Ottawa,0,1,1,2,153,150,,,,,,,H,Philadelphia,1,0,1,3,-173,-170,,,,,,
107,2011,2,H,Philadelphia,1,0,1,3,-173,-170,,,,,,,,,,,,,,,,,,,,
107,2011,3,V,Vancouver,1,2,1,4,145,145,,,,,,,H,Boston,1,1,1,3,-165,-165,,,,,,
107,2011,4,H,Boston,1,1,1,3,-165,-165,,,,,,,,,,,,,,,,,,,,
107,2011,5,V,Edmonton,1,0,0,1,143,135,,,,,,,H,Dallas,0,1,3,4,-163,-155,,,,,,
107,2011,6,H,Dallas,0,1,3,4,-163,-155,,,,,,,,,,,,,,,,,,,,
107,2011,7,V,Columbus,0,1,0,1,158,170,,,,,,,H,LosAngeles,0,0,0,0,-178,-200,,,,,,
107,2011,8,H,LosAngeles,0,0,0,0,-178,-200,,,,,,,,,,,,,,,,,,,,
107,2011,9,V,Winnipeg,0,1,0,2,105,110,,,,,,,H,Buffalo,0,1,0,1,-125,-130,,,,,,
107,2011,10,H,Buffalo,0,1,0,1,-125,-130,,,,,,,,,,,,,,,,,,,,
107,2011,11,V,TampaBay,1,0,0,1,125,140,,,,,,,H,Montreal,0,2,1,3,-145,-160,,,,,,
107,2011,12,H,Montreal,0,2,1,3,-145,-160,,,,,,,,,,,,,,,,,,,,
107,2011,13,V,Detroit,0,2,1,3,-155,-150,,,,,,,H,Toronto,3,0,1,4,135,130,,,,,,
107,2011,14,H,Toronto,3,0,1,4,135,130,,,,,,,,,,,,,,,,,,,,
107,2011,15,V,NewJersey,0,2,1,3,155,160,,,,,,,H,Pittsburgh,1,0,0,1,-175,-190,,,,,,
107,2011,16,H,Pittsburgh,1,0,0,1,-175,-190,,,,,,,,,,,,,,,,,,,,
107,2011,17,V,NYIslanders,1,0,0,1,140,140,,,,,,,H,Phoenix,1,3,1,5,-160,-160,,,,,,
107,2011,18,H,Phoenix,1,3,1,5,-160,-160,,,,,,,,,,,,,,,,,,,,
107,2011,19,V,Carolina,0,0,2,2,160,160,,,,,,,H,Nashville,2,1,2,5,-180,-190,,,,,,
107,2011,20,H,Nashville,2,1,2,5,-180,-190,,,,,,,,,,,,,,,,,,,,
107,2011,21,V,Colorado,0,0,0,0,160,170,,,,,,,H,St.Louis,2,2,0,4,-190,-200,,,,,,
107,2011,22,H,St.Louis,2,2,0,4,-190,-200,,,,,,,,,,,,,,,,,,,,
